Unnamed: 0,Title,Author,Published,Link
512,"Wetenschap en praktijk: gids voor (aankomende) professionals in zorg, welzijn en sociaal werk","Bul, K.",13-Jan-21,https://pureportal.coventry.ac.uk/en/publications/wetenschap-en-praktijk-gids-voor-aankomende-professionals-in-zorg
513,Wireless Channel Modelling for Identifying Six Types of Respiratory Patterns with SDR Sensing and Deep Multilayer Perceptron,"Saeed, U.",15-Sep-21,https://pureportal.coventry.ac.uk/en/publications/wireless-channel-modelling-for-identifying-six-types-of-respirato
514,World Stroke Day 2021: Let’s talk about sex,"Wright, H.",29-Oct-21,https://pureportal.coventry.ac.uk/en/publications/world-stroke-day-2021-lets-talk-about-sex
515,Written submission: Integrated care: next steps to building strong and effective integrated care systems across England.,"Szczepura, A.",8-Jan-21,https://pureportal.coventry.ac.uk/en/publications/written-submission-integrated-care-next-steps-to-building-strong-
516,“Lifting More” is Associated with Lower Risks of Depression in University Students,"Clark, C.",28-Oct-21,https://pureportal.coventry.ac.uk/en/publications/lifting-more-is-associated-with-lower-risks-of-depression-in-univ
517,A Digital Program (Hope) for People Living With Cancer During the COVID-19 Pandemic: Protocol for a Feasibility Randomized Controlled Trial,"Wright, H.",4-Dec-20,https://pureportal.coventry.ac.uk/en/publications/a-digital-program-hope-for-people-living-with-cancer-during-the-c
518,Advances in accelerometry for cardiovascular patients: a systematic review with practical recommendations,"Clark, C.",1-Oct-20,https://pureportal.coventry.ac.uk/en/publications/advances-in-accelerometry-for-cardiovascular-patients-a-systemati
519,Advancing PPG signal quality and know-how through knowledge translation - from experts to student and researcher,"Zheng, D.",21-Dec-20,https://pureportal.coventry.ac.uk/en/publications/advancing-ppg-signal-quality-and-know-how-through-knowledge-trans
520,Age-related changes in pulse risetime measured by multi-site photoplethysmography,"Allen, J.",2020,https://pureportal.coventry.ac.uk/en/publications/age-related-changes-in-pulse-risetime-measured-by-multi-site-phot
521,A Measurement Invariance Analysis of the Interpersonal Needs Questionnaire and Acquired Capability for Suicide Scale in Autistic and Non-Autistic Adults,"Pelton, M.",3-Sep-20,https://pureportal.coventry.ac.uk/en/publications/a-measurement-invariance-analysis-of-the-interpersonal-needs-ques
522,A Mobile Phone Intervention to Improve Obesity-Related Health Behaviors of Adolescents Across Europe: Iterative Co-Design and Feasibility Study,"Bul, K.",2-Mar-20,https://pureportal.coventry.ac.uk/en/publications/a-mobile-phone-intervention-to-improve-obesity-related-health-beh
523,Analysis of Electrohysterographic Signal Propagation Direction during Uterine Contraction: the Application of Directed Information,"Xu, Y.",27-Aug-20,https://pureportal.coventry.ac.uk/en/publications/analysis-of-electrohysterographic-signal-propagation-direction-du
524,A Narrative Review of Motor Competence in Children and Adolescents: What We Know and What We Need to Find Out,,22-Dec-20,https://pureportal.coventry.ac.uk/en/publications/a-narrative-review-of-motor-competence-in-children-and-adolescent
525,An ERP Study on the Auditory Stream Segregation in Cochlear Implant Simulations: Effects of Frequency Separation and Time Interval,"Zheng, D.",27-Aug-20,https://pureportal.coventry.ac.uk/en/publications/an-erp-study-on-the-auditory-stream-segregation-in-cochlear-impla
526,"A Network Perspective on the Relationship between Screen Time, Executive Function, and Fundamental Motor Skills among Preschoolers","Clark, C.",28-Nov-20,https://pureportal.coventry.ac.uk/en/publications/a-network-perspective-on-the-relationship-between-screen-time-exe
527,An Intelligent Non-Invasive Real-Time Human Activity Recognition System for Next-Generation Healthcare,"Shah, S.",6-May-20,https://pureportal.coventry.ac.uk/en/publications/an-intelligent-non-invasive-real-time-human-activity-recognition-
528,A review of the state of the art in non-contact sensing for covid-19,"Shah, S. A.",3-Oct-20,https://pureportal.coventry.ac.uk/en/publications/a-review-of-the-state-of-the-art-in-non-contact-sensing-for-covid
529,Association between Compliance with the 24-Hour Movement Guidelines and Fundamental Movement Skills in Preschoolers:  A Network Perspective,"Clark, C.",28-Jul-20,https://pureportal.coventry.ac.uk/en/publications/association-between-compliance-with-the-24-hour-movement-guidelin
530,Association between urinary potassium excretion and blood pressure: A systematic review and meta-analysis of observational studies,"Clark, C.",30-Dec-20,https://pureportal.coventry.ac.uk/en/publications/association-between-urinary-potassium-excretion-and-blood-pressur
531,Association of dietary energy density with cardiometabolic risk factors and metabolic syndrome in Tehranian older adults,"Clark, C.",Jun-20,https://pureportal.coventry.ac.uk/en/publications/association-of-dietary-energy-density-with-cardiometabolic-risk-f
532,"Association of Dietary Patterns with Visceral Adiposity, Lipid Accumulation Product, and Triglyceride-Glucose Index in Iranian Adults","Clark, C.",21-Apr-20,https://pureportal.coventry.ac.uk/en/publications/association-of-dietary-patterns-with-visceral-adiposity-lipid-acc
533,Association of Nutrient Patterns with Metabolic Syndrome and Its Components in Iranian Adults,"Clark, C. C. T.",20-Oct-20,https://pureportal.coventry.ac.uk/en/publications/association-of-nutrient-patterns-with-metabolic-syndrome-and-its-
534,Breakfast-Based Dietary Patterns and Obesity in Tehranian Adults,"Clark, C. C. T.",2020,https://pureportal.coventry.ac.uk/en/publications/breakfast-based-dietary-patterns-and-obesity-in-tehranian-adults
535,Cancer incidence in relation to body fatness among 0.5 million men and women: Findings from the China Kadoorie Biobank,,15-Feb-20,https://pureportal.coventry.ac.uk/en/publications/cancer-incidence-in-relation-to-body-fatness-among-05-million-men
536,Change-of-direction performance in elite soccer players: Preliminary analysis according to their playing positions,"Clark, C. C. T.",12-Nov-20,https://pureportal.coventry.ac.uk/en/publications/change-of-direction-performance-in-elite-soccer-players-prelimina
537,Clinical effectiveness of zinc supplementation on the biomarkers of oxidative stress: a systematic review and meta-analysis of randomized controlled trials,"Clark, C. C. T.",Nov-20,https://pureportal.coventry.ac.uk/en/publications/clinical-effectiveness-of-zinc-supplementation-on-the-biomarkers-
538,Clinical evaluation of stretchable and wearable inkjet-printed strain gauge sensor for respiratory rate monitoring at different body postures,"Liu, H.",9-Jan-20,https://pureportal.coventry.ac.uk/en/publications/clinical-evaluation-of-stretchable-and-wearable-inkjet-printed-st-2
539,Comparison of different modulations of photoplethysmography in extracting respiratory rate: from a physiological perspective,"Liu, H.",1-Oct-20,https://pureportal.coventry.ac.uk/en/publications/comparison-of-different-modulations-of-photoplethysmography-in-ex
540,Cooking fuels and risk of all-cause and cardiopulmonary mortality in urban China: a prospective cohort study,,Mar-20,https://pureportal.coventry.ac.uk/en/publications/cooking-fuels-and-risk-of-all-cause-and-cardiopulmonary-mortality
541,Cortical Characterization of Reverberation Time in Reverberant Speech,"Zheng, D.",27-Aug-20,https://pureportal.coventry.ac.uk/en/publications/cortical-characterization-of-reverberation-time-in-reverberant-sp
542,Cost-effectiveness of a lifestyle intervention in high-risk individuals for diabetes in a low- and middle-income setting: Trial-based analysis of the Kerala Diabetes Prevention Program,"Tapp, R. J.",4-Sep-20,https://pureportal.coventry.ac.uk/en/publications/cost-effectiveness-of-a-lifestyle-intervention-in-high-risk-indiv
543,Coventry UK City of Culture 2021 Performance Measurement and Evaluation Progress Report Three July 2020 – September 2020,"Henry, N.",1-Nov-20,https://pureportal.coventry.ac.uk/en/publications/coventry-uk-city-of-culture-2021-performance-measurement-and-eval-3
544,Cuffless Blood Pressure Estimation Using Single Channel Photoplethysmography: A Two-Step Method,"Liu, H.",2020,https://pureportal.coventry.ac.uk/en/publications/cuffless-blood-pressure-estimation-using-single-channel-photoplet
545,Cuffless Single-Site Photoplethysmography for Blood Pressure Monitoring,"Zheng, D.",7-Mar-20,https://pureportal.coventry.ac.uk/en/publications/cuffless-single-site-photoplethysmography-for-blood-pressure-moni
546,Dataset on Blood Flow and Instantaneous Wave-free Ratio in Normal and Stenosed Coronary Arteries,"Liu, H.",Oct-20,https://pureportal.coventry.ac.uk/en/publications/dataset-on-blood-flow-and-instantaneous-wave-free-ratio-in-normal
547,Developing Indonesia’s Universal Health Coverage System,,6-Nov-20,https://pureportal.coventry.ac.uk/en/publications/developing-indonesias-universal-health-coverage-system
548,Developing open technology solutions in a simulated living lab environment: research in progress amidst the Covid-19 pandemic,"Clark, C.",15-Sep-20,https://pureportal.coventry.ac.uk/en/publications/developing-open-technology-solutions-in-a-simulated-living-lab-en
549,Digital eye syndrome : COVID-19,,2020,https://pureportal.coventry.ac.uk/en/publications/digital-eye-syndrome-covid-19
550,Effect of a Peer-led Lifestyle Intervention on Individuals With Normal Weight Obesity: Insights From the Kerala Diabetes Prevention Program,"Tapp, R. J.",25-Jul-20,https://pureportal.coventry.ac.uk/en/publications/effect-of-a-peer-led-lifestyle-intervention-on-individuals-with-n
551,"Effect of Dietary Potassium Restriction on Serum Potassium, Disease Progression, and Mortality in Chronic Kidney Disease: A Systematic Review and Meta-Analysis","Lycett, D.",1-Jul-20,https://pureportal.coventry.ac.uk/en/publications/effect-of-dietary-potassium-restriction-on-serum-potassium-diseas
552,Effect of microcirculatory resistance on coronary blood flow and instantaneous wave-free ratio: A computational study,"Liu, H.",1-Nov-20,https://pureportal.coventry.ac.uk/en/publications/effect-of-microcirculatory-resistance-on-coronary-blood-flow-and-
553,Effect of temporal misalignment on understanding Mandarin sentences in simulated combined electric-and-acoustic stimulation,"Zheng, D.",Dec-20,https://pureportal.coventry.ac.uk/en/publications/effect-of-temporal-misalignment-on-understanding-mandarin-sentenc
554,Effects of walnut intake on anthropometric characteristics: A systematic review and dose-response meta-analysis of randomized controlled trials,"C.T. Clark, C.",May-20,https://pureportal.coventry.ac.uk/en/publications/effects-of-walnut-intake-on-anthropometric-characteristics-a-syst
555,Evaluation of electrohysterogram measured from different gestational weeks for recognizing preterm delivery: a preliminary study using random Forest,"Zheng, D.",2020,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-electrohysterogram-measured-from-different-gestatio
556,Experiences of pregnancy and maternity care for women exposed to human trafficking and sexual exploitation: a systematic review and qualitative evidence synthesis,"O'Doherty, L.",1-Dec-20,https://pureportal.coventry.ac.uk/en/publications/experiences-of-pregnancy-and-maternity-care-for-women-exposed-to-
557,Experiences of the Dietary Management of Serum Potassium in Chronic Kidney Disease: Interviews With UK Adults on Maintenance Hemodialysis,"Lycett, D.",Nov-20,https://pureportal.coventry.ac.uk/en/publications/experiences-of-the-dietary-management-of-serum-potassium-in-chron
558,Five insights from the Global Burden of Disease Study 2019,,17-Oct-20,https://pureportal.coventry.ac.uk/en/publications/five-insights-from-the-global-burden-of-disease-study-2019
559,Flexible and scalable software defined radio based testbed for large scale body movement,"Shah, S. A.",20-Aug-20,https://pureportal.coventry.ac.uk/en/publications/flexible-and-scalable-software-defined-radio-based-testbed-for-la
560,"Fostering Design Literacy, Empathy and Awareness in Codesign","Woodcock, A.",2020,https://pureportal.coventry.ac.uk/en/publications/fostering-design-literacy-empathy-and-awareness-in-codesign
561,From development to exploitation of digital health solutions: Lessons learnt through multidisciplinary research and consultancy,"Bul, K.",9-Dec-20,https://pureportal.coventry.ac.uk/en/publications/from-development-to-exploitation-of-digital-health-solutions-less
562,"Global burden of 369 diseases and injuries in 204 countries and territories, 1990–2019: a systematic analysis for the Global Burden of Disease Study 2019",,17-Oct-20,https://pureportal.coventry.ac.uk/en/publications/global-burden-of-369-diseases-and-injuries-in-204-countries-and-t
563,"Global burden of 87 risk factors in 204 countries and territories, 1990–2019: a systematic analysis for the Global Burden of Disease Study 2019",,17-Oct-20,https://pureportal.coventry.ac.uk/en/publications/global-burden-of-87-risk-factors-in-204-countries-and-territories
564,Globally altered sleep patterns and physical activity levels by confinement in 5056 individuals: ECLB COVID-19 international online survey,,23-Dec-20,https://pureportal.coventry.ac.uk/en/publications/globally-altered-sleep-patterns-and-physical-activity-levels-by-c
565,"Habitual snoring, adiposity measures and risk of type 2 diabetes in 0.5 million Chinese adults: a 10-year cohort",,27-Feb-20,https://pureportal.coventry.ac.uk/en/publications/habitual-snoring-adiposity-measures-and-risk-of-type-2-diabetes-i
566,Help to Overcome Problems Effectively for Cancer Survivors: Development and Evaluation of a Digital Self-Management Program,"Wright, H.",19-May-20,https://pureportal.coventry.ac.uk/en/publications/help-to-overcome-problems-effectively-for-cancer-survivors-develo
567,Impact of time-outs on efficiency of man-up in water polo: An analysis of the differences between the three levels of water polo players,"Clark, C. C. T.",Oct-20,https://pureportal.coventry.ac.uk/en/publications/impact-of-time-outs-on-efficiency-of-man-up-in-water-polo-an-anal
568,Impaired Cardiorespiratory Fitness and Muscle Strength in Children with Normal-Weight Obesity,"Clark, C. C. T.",9-Dec-20,https://pureportal.coventry.ac.uk/en/publications/impaired-cardiorespiratory-fitness-and-muscle-strength-in-childre
569,Influences of Sensor Placement Site and Subject Posture on Measurement of Respiratory Frequency Using Triaxial Accelerometers,"Liu, H.",9-Jul-20,https://pureportal.coventry.ac.uk/en/publications/influences-of-sensor-placement-site-and-subject-posture-on-measur
570,Mapping local patterns of childhood overweight and wasting in low- and middle-income countries between 2000 and 2017,,1-May-20,https://pureportal.coventry.ac.uk/en/publications/mapping-local-patterns-of-childhood-overweight-and-wasting-in-low
571,"Measuring universal health coverage based on an index of effective coverage of health services in 204 countries and territories, 1990-2019: a systematic analysis for the Global Burden of Disease Study 2019",,17-Oct-20,https://pureportal.coventry.ac.uk/en/publications/measuring-universal-health-coverage-based-on-an-index-of-effectiv
572,Microaneurysms detection in color fundus images using machine learning based on directional local contrast,"Liu, H.",15-Apr-20,https://pureportal.coventry.ac.uk/en/publications/microaneurysms-detection-in-color-fundus-images-using-machine-lea
573,Multimodal Photoplethysmography-Based Approaches for Improved Detection of Hypertension,"Zheng, D.",22-Apr-20,https://pureportal.coventry.ac.uk/en/publications/multimodal-photoplethysmography-based-approaches-for-improved-det
574,MyHealth - Developing accessible health materials with men with intellectual disability: A co-created Proof of Concept,"Magee, P.",2020,https://pureportal.coventry.ac.uk/en/publications/myhealth-developing-accessible-health-materials-with-men-with-int
575,Novel Digital Architecture of a “Low Carb Program” for Initiating and Maintaining Long-Term Sustainable Health-Promoting Behavior Change in Patients with Type 2 Diabetes,,4-Mar-20,https://pureportal.coventry.ac.uk/en/publications/novel-digital-architecture-of-a-low-carb-program-for-initiating-a
576,Occupational exposures and exacerbations of asthma and COPD-A general population study,"Kurmi, O.",28-Dec-20,https://pureportal.coventry.ac.uk/en/publications/occupational-exposures-and-exacerbations-of-asthma-and-copd-a-gen
577,Pistachios and cardiometabolic risk factors: a systematic review and meta-analysis of randomized controlled clinical trials,"Clark, C.",Aug-20,https://pureportal.coventry.ac.uk/en/publications/pistachios-and-cardiometabolic-risk-factors-a-systematic-review-a
578,PPGSynth: An innovative toolbox for synthesizing regular and irregular photoplethysmography waveforms,"Allen, J.",2-Nov-20,https://pureportal.coventry.ac.uk/en/publications/ppgsynth-an-innovative-toolbox-for-synthesizing-regular-and-irreg
579,"Pregnancy, pregnancy loss and the risk of diabetes in Chinese women: findings from the China Kadoorie Biobank",,1-Mar-20,https://pureportal.coventry.ac.uk/en/publications/pregnancy-pregnancy-loss-and-the-risk-of-diabetes-in-chinese-wome
580,Preoperative antiviral therapy and microvascular invasion in hepatitis B virus-related hepatocellular carcinoma: A Meta-Analysis,"Clark, C.",15-Sep-20,https://pureportal.coventry.ac.uk/en/publications/preoperative-antiviral-therapy-and-microvascular-invasion-in-hepa
581,Prevalence of normal weight obesity and its associated cardio-metabolic risk factors - Results from the baseline data of the Kerala Diabetes Prevention Program (KDPP),"Tapp, R. J.",25-Aug-20,https://pureportal.coventry.ac.uk/en/publications/prevalence-of-normal-weight-obesity-and-its-associated-cardio-met
582,Protocol for a randomised controlled feasibility trial of exercise rehabilitation for people with postural tachycardia syndrome: the PULSE study,"McGregor, G.",19-Oct-20,https://pureportal.coventry.ac.uk/en/publications/protocol-for-a-randomised-controlled-feasibility-trial-of-exercis
583,Psychological therapies for women who experience intimate partner violence,"O'Doherty, L.",1-Jul-20,https://pureportal.coventry.ac.uk/en/publications/psychological-therapies-for-women-who-experience-intimate-partner-2
584,"Publisher Correction: Systemic inflammation is associated with incident stroke and heart disease in East Asians (Scientific Reports, (2020), 10, 1, (5605), 10.1038/s41598-020-62391-3)",,1-Dec-20,https://pureportal.coventry.ac.uk/en/publications/publisher-correction-systemic-inflammation-is-associated-with-inc
585,Quercetin as an Anticancer Agent: Focus on Esophageal Cancer,"Clark, C.",1-Sep-20,https://pureportal.coventry.ac.uk/en/publications/quercetin-as-an-anticancer-agent-focus-on-esophageal-cancer
586,Raising the Digital Profile of Facial Palsy: National Surveys of Patients' and Clinicians' Experiences of Changing UK Treatment Pathways and Views on the Future Role of Digital Technology,"Szczepura, A.",5-Oct-20,https://pureportal.coventry.ac.uk/en/publications/raising-the-digital-profile-of-facial-palsy-national-surveys-of-p
587,Raising the Digital Profile of Facial Palsy: National Surveys of Patients’ and Clinicians’ Experiences of Changing UK Treatment Pathways and Views on the Future Role of Digital Technology (Preprint),"Szczepura, A.",18-May-20,https://pureportal.coventry.ac.uk/en/publications/raising-the-digital-profile-of-facial-palsy-national-surveys-of-p-2
588,Referral to Slimming World in UK Stop Smoking Services (SWISSS) versus stop smoking support alone on body weight in quitters: results of a randomised controlled trial,"Lycett, D.",26-Jan-20,https://pureportal.coventry.ac.uk/en/publications/referral-to-slimming-world-in-uk-stop-smoking-services-swisss-ver
589,Regional High Wall Shear Stress Associated With Stenosis Regression in Symptomatic Intracranial Atherosclerotic Disease,"Liu, H.",1-Oct-20,https://pureportal.coventry.ac.uk/en/publications/regional-high-wall-shear-stress-associated-with-stenosis-regressi
590,Relationship between Fundamental Movement Skills and Physical Activity in Preschool-aged Children: A Systematic Review,"Clark, C.",19-May-20,https://pureportal.coventry.ac.uk/en/publications/relationship-between-fundamental-movement-skills-and-physical-act
591,Revolutionizing Future Healthcare using Wireless on the Walls (WoW),"Shah, S.",11-Jun-20,https://pureportal.coventry.ac.uk/en/publications/revolutionizing-future-healthcare-using-wireless-on-the-walls-wow
592,Self-efficacy and doctor support as mediators of depression outcomes following counselling by family doctors for intimate partner violence,"O'Doherty, L.",Apr-20,https://pureportal.coventry.ac.uk/en/publications/self-efficacy-and-doctor-support-as-mediators-of-depression-outco
593,Sensor fusion for identification of freezing of gait episodes using Wi-Fi and radar imaging,"Shah, S.",1-Dec-20,https://pureportal.coventry.ac.uk/en/publications/sensor-fusion-for-identification-of-freezing-of-gait-episodes-usi
594,Significance of considering respiratory movement in estimating sleep stage,"Liu, H.",18-Mar-20,https://pureportal.coventry.ac.uk/en/publications/significance-of-considering-respiratory-movement-in-estimating-sl
595,Software Defined Radio Based Testbed for Large Scale Body Movements,"Shah, S.",17-Aug-20,https://pureportal.coventry.ac.uk/en/publications/software-defined-radio-based-testbed-for-large-scale-body-movemen
596,"Soy intake and breast cancer risk: a prospective study of 300,000 Chinese women and a dose–response meta-analysis",,Jun-20,https://pureportal.coventry.ac.uk/en/publications/soy-intake-and-breast-cancer-risk-a-prospective-study-of-300000-c
597,State-of-the-Art Computational Models of Circle of Willis With Physiological Applications: A Review,"Liu, H.",7-Jul-20,https://pureportal.coventry.ac.uk/en/publications/state-of-the-art-computational-models-of-circle-of-willis-with-ph
598,"Survivor, family and professional experiences of psychosocial interventions for sexual abuse and violence: a qualitative evidence synthesis (protocol)","Carter, G.",22-Jun-20,https://pureportal.coventry.ac.uk/en/publications/survivor-family-and-professional-experiences-of-psychosocial-inte
599,Systemic inflammation is associated with incident stroke and heart disease in East Asians,,1-Dec-20,https://pureportal.coventry.ac.uk/en/publications/systemic-inflammation-is-associated-with-incident-stroke-and-hear
600,The association between animal flesh foods consumption and semen parameters among infertile Iranian men: a cross-sectional study,"Clark, C. C. T.",6-Oct-20,https://pureportal.coventry.ac.uk/en/publications/the-association-between-animal-flesh-foods-consumption-and-semen-
601,The association between dietary acid load and muscle strength among Iranian adults,"Clark, C. C. T.",9-Oct-20,https://pureportal.coventry.ac.uk/en/publications/the-association-between-dietary-acid-load-and-muscle-strength-amo
602,The association between dietary antioxidant quality score and cardiorespiratory fitness in Iranian adults: a cross-sectional study,"Clark, C.",Jul-20,https://pureportal.coventry.ac.uk/en/publications/the-association-between-dietary-antioxidant-quality-score-and-car
603,The association between major dietary patterns at dinner and obesity in adults living in Tehran: A population-based study,"Clark, C. C. T.",2020,https://pureportal.coventry.ac.uk/en/publications/the-association-between-major-dietary-patterns-at-dinner-and-obes
604,The association of body mass index and quantitative 24-h urine metabolites in patients with Nephrolithiasis: a systematic review and dose-response meta-analysis,"Clark, C.",Dec-20,https://pureportal.coventry.ac.uk/en/publications/the-association-of-body-mass-index-and-quantitative-24-h-urine-me
605,"The association of plant-based dietary patterns with visceral adiposity, lipid accumulation product, and triglyceride-glucose index in Iranian adults","Clark, C.",Sep-20,https://pureportal.coventry.ac.uk/en/publications/the-association-of-plant-based-dietary-patterns-with-visceral-adi
606,The development of a feature matrix for the design of assistive technology products for young older people,"Woodcock, A.",2020,https://pureportal.coventry.ac.uk/en/publications/the-development-of-a-feature-matrix-for-the-design-of-assistive-t
607,The effect of cinnamon supplementation on lipid profiles in patients with type 2 diabetes: A systematic review and meta-analysis of clinical trials,"Clark, C. C. T.",Dec-20,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-cinnamon-supplementation-on-lipid-profiles-in-patie
608,The effect of Okra (Abelmoschus esculentus) on lipid profiles and glycemic indices in type 2 diabetic adults: randomized double blinded trials,"Clark, C.",Dec-20,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-okra-abelmoschus-esculentus-on-lipid-profiles-and-g
609,"The effect of pre-pregnancy body mass index on breastfeeding initiation, intention and duration: A systematic review and dose-response meta-analysis","Clark, C.",1-Dec-20,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-pre-pregnancy-body-mass-index-on-breastfeeding-init
610,The effect of propolis on anthropometric indices and lipid profile: a systematic review and meta-analysis of randomized controlled trials,"Clark, C.",Dec-20,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-propolis-on-anthropometric-indices-and-lipid-profil
611,The Effects of Combined Movement and Storytelling Intervention on Motor Skills in South Asian and White Children Aged 5–6 Years Living in the United Kingdom,"Eyre, E.",13-May-20,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-combined-movement-and-storytelling-intervention-on
612,The effects of L-carnitine supplementation on lipid concentrations inpatients with type 2 diabetes: A systematic review and meta-analysis of randomized clinical trials,"Clark, C. C. T.",7-Sep-20,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-l-carnitine-supplementation-on-lipid-concentration
613,The Effects of Rowing Ergometer Design on Metabolic Parameters during an Incremental Maximal Test,"Clark, C.",2020,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-rowing-ergometer-design-on-metabolic-parameters-du
614,The Future of Robots in a Super-Aged Society,"Szczepura, A.",26-Nov-20,https://pureportal.coventry.ac.uk/en/publications/the-future-of-robots-in-a-super-aged-society
615,The Influence of Fasting and Energy Restricting Diets on Blood Pressure in Humans: A Systematic Review and Meta‑Analysis,"Clark, C.",1-Aug-20,https://pureportal.coventry.ac.uk/en/publications/the-influence-offasting-andenergy-restricting-diets-onblood-press
616,The intensities of various forms of physical activity in physical education programs offered by universities for female students,"Clark, C. C. T.",2020,https://pureportal.coventry.ac.uk/en/publications/the-intensities-of-various-forms-of-physical-activity-in-physical
617,Translating a walking intervention for health professional delivery within primary care: a mixed methods treatment fidelity assessment,,Feb-20,https://pureportal.coventry.ac.uk/en/publications/translating-a-walking-intervention-for-health-professional-delive
618,Twenty-four-hour movement behaviours and fundamental movement skills in preschool children: A compositional and isotemporal substitution analysis,"Clark, C.",16-Sep-20,https://pureportal.coventry.ac.uk/en/publications/twenty-four-hour-movement-behaviours-and-fundamental-movement-ski
619,"Two-year follow up of a cluster randomised controlled trial for women experiencing intimate partner violence: Effect of screening and family doctor-delivered counselling on quality of life, mental and physical health, and abuse exposure","O'Doherty, L.",Dec-20,https://pureportal.coventry.ac.uk/en/publications/two-year-follow-up-of-a-cluster-randomised-controlled-trial-for-w
620,Understanding suicide risk in autistic adults: comparing the interpersonal theory of suicide in autistic and non-autistic samples,"Pelton, M.",Oct-20,https://pureportal.coventry.ac.uk/en/publications/understanding-suicide-risk-in-autistic-adults-comparing-the-inter
621,Web based home hazard modification app for falls prevention: the views of those at risk of falling and their carers,"Holliday, N.",7-Dec-20,https://pureportal.coventry.ac.uk/en/publications/web-based-home-hazard-modification-app-for-falls-prevention-the-v
622,Women’s experiences and expectations after disclosure of intimate partner abuse to a healthcare provider:  A qualitative meta-synthesis,"O'Doherty, L.",27-Nov-20,https://pureportal.coventry.ac.uk/en/publications/womens-experiences-and-expectations-after-disclosure-of-intimate-
623,“Vital”: HIV counselling and testing staff’s views of addressing mental health with HIV in Uganda,,10-Nov-20,https://pureportal.coventry.ac.uk/en/publications/vital-hiv-counselling-and-testing-staffs-views-of-addressing-ment
624,Adherence to a healthy lifestyle and all-cause and cause-specific mortality in Chinese adults: A 10-year prospective study of 0.5 million people,,4-Nov-19,https://pureportal.coventry.ac.uk/en/publications/adherence-to-a-healthy-lifestyle-and-all-cause-and-cause-specific
625,A medication adherence app for children with sickle cell disease: qualitative study,,18-Jun-19,https://pureportal.coventry.ac.uk/en/publications/a-medication-adherence-app-for-children-with-sickle-cell-disease-
626,Association between tea consumption and risk of cancer: a prospective cohort study of 0.5 million Chinese adults,,15-Aug-19,https://pureportal.coventry.ac.uk/en/publications/association-between-tea-consumption-and-risk-of-cancer-a-prospect
627,Can the Benefits of Creative Methods Support the Inclusion of Children as part of Intergenerational Research Projects?,"Holliday, N.",2-May-19,https://pureportal.coventry.ac.uk/en/publications/can-the-benefits-of-creative-methods-support-the-inclusion-of-chi
628,Co-creating Welfare: Training course material preparing professionals to co-create welfare solutions with citizens,"Magee, P.",Sep-19,https://pureportal.coventry.ac.uk/en/publications/co-creating-welfare-training-course-material-preparing-profession
629,Co-Creating Welfare Final Website,"Magee, P.",30-Sep-19,https://pureportal.coventry.ac.uk/en/publications/co-creating-welfare-final-website
630,"Deep learning-based automatic blood pressure measurement: evaluation of the effect of deep breathing, talking and arm movement","Zheng, D.",2019,https://pureportal.coventry.ac.uk/en/publications/deep-learning-based-automatic-blood-pressure-measurement-evaluati
631,Does Structured Exercise Improve Cognitive Impairment in People with Mild to Moderate Dementia? A Cost-Effectiveness Analysis from a Confirmatory Randomised Controlled Trial: The Dementia and Physical Activity (DAPA) Trial,,Jun-19,https://pureportal.coventry.ac.uk/en/publications/does-structured-exercise-improve-cognitive-impairment-in-people-w
632,Expanding horizons: Engaging students with empathic thinking,"Woodcock, A.",1-Jan-19,https://pureportal.coventry.ac.uk/en/publications/expanding-horizons-engaging-students-with-empathic-thinking
633,Multi-Site Photoplethysmography Technology for Blood Pressure Assessment: Challenges and Recommendations,"Zheng, D.",1-Nov-19,https://pureportal.coventry.ac.uk/en/publications/multi-site-photoplethysmography-technology-for-blood-pressure-ass
634,Psychosocial interventions for survivors of rape and sexual assault experienced during adulthood (Protocol),"Carter, G.",7-Nov-19,https://pureportal.coventry.ac.uk/en/publications/psychosocial-interventions-for-survivors-of-rape-and-sexual-assau
635,"Sleep problems in autism spectrum disorders: A comparison to sleep in typically developing children using actigraphy, diaries and questionnaires.",,1-Nov-19,https://pureportal.coventry.ac.uk/en/publications/sleep-problems-in-autism-spectrum-disorders-a-comparison-to-sleep
636,"Vitamin D and cause-specific vascular disease and mortality: A Mendelian randomisation study involving 99,012 Chinese and 106,911 European adults",,30-Aug-19,https://pureportal.coventry.ac.uk/en/publications/vitamin-d-and-cause-specific-vascular-disease-and-mortality-a-men
637,Adiposity and risk of ischaemic and haemorrhagic stroke in 0·5 million Chinese men and women: a prospective cohort study,,1-Jun-18,https://pureportal.coventry.ac.uk/en/publications/adiposity-and-risk-of-ischaemic-and-haemorrhagic-stroke-in-05-mil
